1969-12-31 18:00:00.00: STATUSTEXT {severity : 1, text : Initialising APM...}
1969-12-31 18:00:00.00: HEARTBEAT {type : 1, autopilot : 3, base_mode : 1, custom_mode : 16, system_status : 2, mavlink_version : 3}
1969-12-31 18:00:00.00: SYS_STATUS {onboard_control_sensors_present : 4294966283, onboard_control_sensors_enabled : 11, onboard_control_sensors_health : 4294966283, load : 0, voltage_battery : 10080, current_battery : -1, battery_remaining : -1, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
1969-12-31 18:00:00.00: RADIO {rssi : 171, remrssi : 172, txbuf : 100, noise : 17, remnoise : 24, rxerrors : 1, fixed : 2}
1969-12-31 18:00:00.00: HEARTBEAT {type : 1, autopilot : 3, base_mode : 1, custom_mode : 16, system_status : 2, mavlink_version : 3}
1969-12-31 18:00:00.00: SYS_STATUS {onboard_control_sensors_present : 4294966283, onboard_control_sensors_enabled : 11, onboard_control_sensors_health : 4294966283, load : 0, voltage_battery : 10080, current_battery : -1, battery_remaining : -1, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
1969-12-31 18:00:00.00: RADIO {rssi : 171, remrssi : 172, txbuf : 100, noise : 17, remnoise : 18, rxerrors : 1, fixed : 2}
1969-12-31 18:00:00.00: HEARTBEAT {type : 1, autopilot : 3, base_mode : 1, custom_mode : 16, system_status : 2, mavlink_version : 3}
1969-12-31 18:00:00.00: SYS_STATUS {onboard_control_sensors_present : 4294966283, onboard_control_sensors_enabled : 11, onboard_control_sensors_health : 4294966283, load : 0, voltage_battery : 10080, current_battery : -1, battery_remaining : -1, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
1969-12-31 18:00:00.00: RADIO {rssi : 171, remrssi : 172, txbuf : 100, noise : 18, remnoise : 19, rxerrors : 1, fixed : 2}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FORMAT_VERSION, param_value : 13.0, param_type : 4, param_count : 256, param_index : 0}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : THR_SLEWRATE, param_value : 0.0, param_type : 2, param_count : 256, param_index : 37}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : THR_SUPP_MAN, param_value : 0.0, param_type : 2, param_count : 256, param_index : 38}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : THR_PASS_STAB, param_value : 0.0, param_type : 2, param_count : 256, param_index : 39}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : THR_FAILSAFE, param_value : 1.0, param_type : 2, param_count : 256, param_index : 40}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : THR_FS_VALUE, param_value : 950.0, param_type : 4, param_count : 256, param_index : 41}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : TRIM_THROTTLE, param_value : 40.0, param_type : 2, param_count : 256, param_index : 42}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : THROTTLE_NUDGE, param_value : 1.0, param_type : 2, param_count : 256, param_index : 43}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FS_SHORT_ACTN, param_value : 0.0, param_type : 2, param_count : 256, param_index : 44}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FS_LONG_ACTN, param_value : 0.0, param_type : 2, param_count : 256, param_index : 45}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FS_GCS_ENABL, param_value : 0.0, param_type : 2, param_count : 256, param_index : 46}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLTMODE_CH, param_value : 8.0, param_type : 2, param_count : 256, param_index : 47}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLTMODE1, param_value : 6.0, param_type : 2, param_count : 256, param_index : 48}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLTMODE2, param_value : 6.0, param_type : 2, param_count : 256, param_index : 49}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLTMODE3, param_value : 10.0, param_type : 2, param_count : 256, param_index : 50}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLTMODE4, param_value : 10.0, param_type : 2, param_count : 256, param_index : 51}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLTMODE5, param_value : 0.0, param_type : 2, param_count : 256, param_index : 52}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLTMODE6, param_value : 0.0, param_type : 2, param_count : 256, param_index : 53}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : LIM_ROLL_CD, param_value : 2500.0, param_type : 4, param_count : 256, param_index : 54}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : LIM_PITCH_MAX, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 55}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : LIM_PITCH_MIN, param_value : -2500.0, param_type : 4, param_count : 256, param_index : 56}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : TRIM_AUTO, param_value : 1.0, param_type : 2, param_count : 256, param_index : 57}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : ELEVON_MIXING, param_value : 0.0, param_type : 2, param_count : 256, param_index : 58}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : ELEVON_REVERSE, param_value : 0.0, param_type : 2, param_count : 256, param_index : 59}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : ELEVON_CH1_REV, param_value : 0.0, param_type : 2, param_count : 256, param_index : 60}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : ELEVON_CH2_REV, param_value : 0.0, param_type : 2, param_count : 256, param_index : 61}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : SYS_NUM_RESETS, param_value : 975.0, param_type : 4, param_count : 256, param_index : 62}
1969-12-31 18:00:00.00: RADIO {rssi : 171, remrssi : 172, txbuf : 100, noise : 17, remnoise : 22, rxerrors : 1, fixed : 2}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : LOG_BITMASK, param_value : 334.0, param_type : 4, param_count : 256, param_index : 63}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RST_SWITCH_CH, param_value : 0.0, param_type : 2, param_count : 256, param_index : 64}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RST_MISSION_CH, param_value : 0.0, param_type : 2, param_count : 256, param_index : 65}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : TRIM_ARSPD_CM, param_value : 1200.0, param_type : 6, param_count : 256, param_index : 66}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : SCALING_SPEED, param_value : 15.0, param_type : 9, param_count : 256, param_index : 67}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : MIN_GNDSPD_CM, param_value : 0.0, param_type : 6, param_count : 256, param_index : 68}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : TRIM_PITCH_CD, param_value : 0.0, param_type : 4, param_count : 256, param_index : 69}
1969-12-31 18:00:00.00: HEARTBEAT {type : 1, autopilot : 3, base_mode : 1, custom_mode : 16, system_status : 2, mavlink_version : 3}
1969-12-31 18:00:00.00: SYS_STATUS {onboard_control_sensors_present : 4294966283, onboard_control_sensors_enabled : 11, onboard_control_sensors_health : 4294966283, load : 0, voltage_battery : 10080, current_battery : -1, battery_remaining : -1, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : ALT_HOLD_RTL, param_value : 9997.0, param_type : 6, param_count : 256, param_index : 70}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : ALT_HOLD_FBWCM, param_value : 0.0, param_type : 4, param_count : 256, param_index : 71}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : MAG_ENABLE, param_value : 0.0, param_type : 2, param_count : 256, param_index : 72}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLAP_1_PERCNT, param_value : 0.0, param_type : 2, param_count : 256, param_index : 73}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLAP_1_SPEED, param_value : -1.0, param_type : 2, param_count : 256, param_index : 74}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLAP_2_PERCNT, param_value : 0.0, param_type : 2, param_count : 256, param_index : 75}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : FLAP_2_SPEED, param_value : -1.0, param_type : 2, param_count : 256, param_index : 76}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : BATT_MONITOR, param_value : 1.0, param_type : 2, param_count : 256, param_index : 77}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : AMP_PER_VOLT, param_value : 27.3199996948, param_type : 9, param_count : 256, param_index : 79}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : AMP_OFFSET, param_value : 0.0, param_type : 9, param_count : 256, param_index : 80}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : INPUT_VOLTS, param_value : 4.67999982834, param_type : 9, param_count : 256, param_index : 81}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : BATT_CAPACITY, param_value : 1760.0, param_type : 6, param_count : 256, param_index : 82}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : BATT_VOLT_PIN, param_value : 1.0, param_type : 2, param_count : 256, param_index : 83}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : BATT_CURR_PIN, param_value : 2.0, param_type : 2, param_count : 256, param_index : 84}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RSSI_PIN, param_value : -1.0, param_type : 2, param_count : 256, param_index : 85}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : INVERTEDFLT_CH, param_value : 0.0, param_type : 2, param_count : 256, param_index : 86}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : GND_ABS_PRESS, param_value : 102078.359375, param_type : 9, param_count : 256, param_index : 87}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : GND_TEMP, param_value : 26.1647377014, param_type : 9, param_count : 256, param_index : 88}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : CAM_TRIGG_TYPE, param_value : 0.0, param_type : 2, param_count : 256, param_index : 89}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC1_MIN, param_value : 1300.0, param_type : 4, param_count : 256, param_index : 90}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC1_TRIM, param_value : 1493.0, param_type : 4, param_count : 256, param_index : 91}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC1_MAX, param_value : 1870.0, param_type : 4, param_count : 256, param_index : 92}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC1_REV, param_value : 1.0, param_type : 2, param_count : 256, param_index : 93}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC1_DZ, param_value : 30.0, param_type : 4, param_count : 256, param_index : 94}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC2_MIN, param_value : 1178.0, param_type : 4, param_count : 256, param_index : 95}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC2_TRIM, param_value : 1455.0, param_type : 4, param_count : 256, param_index : 96}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC2_MAX, param_value : 1954.0, param_type : 4, param_count : 256, param_index : 97}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC2_REV, param_value : -1.0, param_type : 2, param_count : 256, param_index : 98}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC2_DZ, param_value : 30.0, param_type : 4, param_count : 256, param_index : 99}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC3_MIN, param_value : 1175.0, param_type : 4, param_count : 256, param_index : 100}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC3_TRIM, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 101}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC3_MAX, param_value : 1991.0, param_type : 4, param_count : 256, param_index : 102}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC3_REV, param_value : 1.0, param_type : 2, param_count : 256, param_index : 103}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC3_DZ, param_value : 3.0, param_type : 4, param_count : 256, param_index : 104}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC4_MIN, param_value : 1281.0, param_type : 4, param_count : 256, param_index : 105}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC4_TRIM, param_value : 1499.0, param_type : 4, param_count : 256, param_index : 106}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC4_MAX, param_value : 1996.0, param_type : 4, param_count : 256, param_index : 107}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC4_REV, param_value : -1.0, param_type : 2, param_count : 256, param_index : 108}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC4_DZ, param_value : 30.0, param_type : 4, param_count : 256, param_index : 109}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC5_MIN, param_value : 1300.0, param_type : 4, param_count : 256, param_index : 110}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC5_TRIM, param_value : 1493.0, param_type : 4, param_count : 256, param_index : 111}
1969-12-31 18:00:00.00: RADIO {rssi : 171, remrssi : 172, txbuf : 100, noise : 19, remnoise : 21, rxerrors : 1, fixed : 2}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC5_MAX, param_value : 1870.0, param_type : 4, param_count : 256, param_index : 112}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC5_REV, param_value : 1.0, param_type : 2, param_count : 256, param_index : 113}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC5_DZ, param_value : 0.0, param_type : 4, param_count : 256, param_index : 114}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC5_FUNCTION, param_value : 18.0, param_type : 2, param_count : 256, param_index : 115}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC6_MIN, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 116}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC6_TRIM, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 117}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC6_MAX, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 118}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC6_REV, param_value : 1.0, param_type : 2, param_count : 256, param_index : 119}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC6_DZ, param_value : 0.0, param_type : 4, param_count : 256, param_index : 120}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC6_FUNCTION, param_value : 0.0, param_type : 2, param_count : 256, param_index : 121}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC7_MIN, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 122}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC7_TRIM, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 123}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC7_MAX, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 124}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC7_REV, param_value : 1.0, param_type : 2, param_count : 256, param_index : 125}
1969-12-31 18:00:00.00: STATUSTEXT {severity : 1, text : Initialising APM...}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC7_DZ, param_value : 0.0, param_type : 4, param_count : 256, param_index : 126}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC7_FUNCTION, param_value : 0.0, param_type : 2, param_count : 256, param_index : 127}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC8_MIN, param_value : 1148.0, param_type : 4, param_count : 256, param_index : 128}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC8_TRIM, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 129}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC8_MAX, param_value : 1854.0, param_type : 4, param_count : 256, param_index : 130}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC8_REV, param_value : 1.0, param_type : 2, param_count : 256, param_index : 131}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC8_DZ, param_value : 0.0, param_type : 4, param_count : 256, param_index : 132}
1969-12-31 18:00:00.00: HEARTBEAT {type : 1, autopilot : 3, base_mode : 1, custom_mode : 16, system_status : 2, mavlink_version : 3}
1969-12-31 18:00:00.00: SYS_STATUS {onboard_control_sensors_present : 4294966283, onboard_control_sensors_enabled : 11, onboard_control_sensors_health : 4294966283, load : 0, voltage_battery : 10080, current_battery : -1, battery_remaining : -1, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC8_FUNCTION, param_value : 0.0, param_type : 2, param_count : 256, param_index : 133}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC9_MIN, param_value : 1100.0, param_type : 4, param_count : 256, param_index : 134}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC9_TRIM, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 135}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC9_MAX, param_value : 1900.0, param_type : 4, param_count : 256, param_index : 136}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC9_REV, param_value : 1.0, param_type : 2, param_count : 256, param_index : 137}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC9_DZ, param_value : 0.0, param_type : 4, param_count : 256, param_index : 138}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC9_FUNCTION, param_value : 0.0, param_type : 2, param_count : 256, param_index : 139}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC10_MIN, param_value : 1100.0, param_type : 4, param_count : 256, param_index : 140}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC10_TRIM, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 141}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC10_MAX, param_value : 1900.0, param_type : 4, param_count : 256, param_index : 142}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC10_REV, param_value : 1.0, param_type : 2, param_count : 256, param_index : 143}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC10_DZ, param_value : 0.0, param_type : 4, param_count : 256, param_index : 144}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC10_FUNCTION, param_value : 0.0, param_type : 2, param_count : 256, param_index : 145}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC11_MIN, param_value : 1100.0, param_type : 4, param_count : 256, param_index : 146}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC11_TRIM, param_value : 1500.0, param_type : 4, param_count : 256, param_index : 147}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC11_MAX, param_value : 1900.0, param_type : 4, param_count : 256, param_index : 148}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC11_REV, param_value : 1.0, param_type : 2, param_count : 256, param_index : 149}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC11_DZ, param_value : 0.0, param_type : 4, param_count : 256, param_index : 150}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : RC11_FUNCTION, param_value : 0.0, param_type : 2, param_count : 256, param_index : 151}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : HDNG2RLL_P, param_value : 0.5, param_type : 9, param_count : 256, param_index : 152}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : HDNG2RLL_D, param_value : 0.10000000149, param_type : 9, param_count : 256, param_index : 154}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : HDNG2RLL_IMAX, param_value : 500.0, param_type : 4, param_count : 256, param_index : 155}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : ARSP2PTCH_P, param_value : 0.649999976158, param_type : 9, param_count : 256, param_index : 156}
1969-12-31 18:00:00.00: PARAM_VALUE {param_id : ARSP2PTCH_I, param_value : 0.10000000149, param_type : 9, param_count : 256, param_index : 157}
